TIPO DE PRODUCTO:,Gravámenes Vigentes,Ad / Valorem,Impuesto Selectivo al Consumo,Impuesto General a las Ventas,Impuesto de Promoción Municipal,Derecho Específicos,Derecho Antidumping,Seguro,Sobretasa Tributo,Unidad de Medida:,Sobretasa Sanción,hs_code
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,5702490000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,5702920000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,5703100000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,5801230000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,5801310000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,5801900000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,5802200000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,5807100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8438802000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8439100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8439300000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8439910000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8440100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8441100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8441200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8441400000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8442400000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8442501000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8442509000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8444000000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8445120000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8445130000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8445199000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8445200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8445400000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8445900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8446100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8446210000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8446290000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8606920000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8606990000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8607110000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8607120000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8607210000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,0.75%,0%,(*),N.A.,8607300000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8609000000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,8701300000
  LEY 31651 29.12.2022-D.LEG.1519 30.12.2021-LEY 31105 31.12.2020-D.URG.24-2019-12.12.19-LEY 30899 28.,Valor,0%,0%,0%,0%,N.A.,N.A.,1.5%,0%,(*),N.A.,307510000
  DS.317-2023-EF-DS.330-2022-EF-DS.382-2021-EF-DS.371-2017-EF-DS.103-2015-EF 01.05.15-LEY 29666-IGV 20,Valor,0%,0%,16%,2%,S,N.A.,2%,0%,(*),N.A.,402109000
  DS.317-2023-EF-DS.330-2022-EF-DS.382-2021-EF-DS.371-2017-EF-DS.103-2015-EF 01.05.15-LEY 29666-IGV 20,Valor,0%,0%,16%,2%,S,N.A.,2%,0%,(*),N.A.,402211900
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,402999000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,406100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,408910000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,505900000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,506900000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,508000000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,511919000
  LEY 31651 29.12.2022-D.LEG.1519 30.12.2021-LEY 31105 31.12.2020-D.URG.24-2019-12.12.19-LEY 30899 28.,Valor,0%,0%,0%,0%,N.A.,N.A.,1.5%,0%,(*),N.A.,601100000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,701900000
  LEY 31651 29.12.2022-D.LEG.1519 30.12.2021-LEY 31105 31.12.2020-D.URG.24-2019-12.12.19-LEY 30899 28.,Valor,0%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,705110000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,5809000000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,5901100000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,5903900000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,5906100000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,5907000000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,5910000000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,5911320000
  FE ERRATAS 08.11.2014-DS.312-2014-EF-06.11.2014-LEY 29666-I,Valor,11%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,6001910000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,6001990000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6102100000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6102900000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6103220000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6103420000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6103490000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6104130000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6104330000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6104420000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6104490000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6104520000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6104690000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,U,N.A.,6105100042
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,U,N.A.,6105100052
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,U,N.A.,6105100091
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6105209000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6106100022
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6106100031
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6107220000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6107910000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8446300000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8447120000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8447201000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8447203000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8447900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8448190000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8448200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8448310000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8448321000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8448330000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8448390000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8449001000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8449009000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8450110000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8450120000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8450190000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8450200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8451100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8451210000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8451300000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8451409000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8451500000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,8452101000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,8452210000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,8452290000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8453200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8453800000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8454100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8454200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8454300000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8454900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,8704100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,8705200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,8705300000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,8705400000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,8705902000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.5%,0%,(*),N.A.,8705909000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,8708100000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,8708210000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,8708291000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,8708292000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,8708294000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,8708702000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,8708931000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,8708939100
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,708900000
  LEY 31651 29.12.2022-D.LEG.1519 30.12.2021-LEY 31105 31.12.2020-D.URG.24-2019-12.12.19-LEY 30899 28.,Valor,0%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,709400000
  LEY 31651 29.12.2022-D.LEG.1519 30.12.2021-LEY 31105 31.12.2020-D.URG.24-2019-12.12.19-LEY 30899 28.,Valor,0%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,709600000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,710210000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,710300000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,2%,0%,(*),N.A.,711200000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,712901000
  LEY 31651 29.12.2022-D.LEG.1519 30.12.2021-LEY 31105 31.12.2020-D.URG.24-2019-12.12.19-LEY 30899 28.,Valor,0%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,713101000
  LEY 31651 29.12.2022-D.LEG.1519 30.12.2021-LEY 31105 31.12.2020-D.URG.24-2019-12.12.19-LEY 30899 28.,Valor,0%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,713311000
  LEY 31651 29.12.2022-D.LEG.1519 30.12.2021-LEY 31105 31.12.2020-D.URG.24-2019-12.12.19-LEY 30899 28.,Valor,0%,0%,0%,0%,N.A.,N.A.,2%,0%,(*),N.A.,713321000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,801310000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2.5%,0%,(*),N.A.,802310000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,804400000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,809300000
  DS 279-2010-EF (PUB. 31.12.2010)-LEY 29546 30.06.2010,Valor,6%,0%,0%,0%,N.A.,N.A.,2.5%,0%,(*),N.A.,810400000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,812902000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,2.5%,0%,(*),N.A.,813500000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,901900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,906200000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.75%,0%,(*),N.A.,910910000
  AFECTA IVAP TASA 4% - LEY Nº 28211-DS.055-2016-EF 28.03.16,Valor,0%,0%,0%,0%,S,N.A.,1%,0%,(*),N.A.,1006200000
  LEY 29666-IGV 20.02.11,Valor,6%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,1104300000
  DS.340-2014-EF-DS.314-2014-EF-FE ERRATAS 08.11.2014-DS.312-2,Valor,0%,0%,16%,2%,N.A.,N.A.,1.25%,0%,(*),N.A.,1106301000
  LEY 31651 29.12.2022-D.LEG.1519 30.12.2021-LEY 31105 31.12.2020-D.URG.24-2019-12.12.19-LEY 30899 28.,Valor,0%,0%,0%,0%,N.A.,N.A.,1.25%,0%,(*),N.A.,1206001000
  LEY 31651 29.12.2022-D.LEG.1519 30.12.2021-LEY 31105 31.12.2020-D.URG.24-2019-12.12.19-LEY 30899 28.,Valor,0%,0%,0%,0%,N.A.,N.A.,1.25%,0%,(*),N.A.,1207401000
  LEY 31651 29.12.2022-D.LEG.1519 30.12.2021-LEY 31105 31.12.2020-D.URG.24-2019-12.12.19-LEY 30899 28.,Valor,0%,0%,0%,0%,N.A.,N.A.,1.25%,0%,(*),N.A.,1207509000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6108210000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6108290000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6108390000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6108920000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,U,N.A.,6109100032
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6110301000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6110900000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6111300000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6112120000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6112200000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6114300000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6117100000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6203120000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6203220000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6203310000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6203430000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6204120000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6204190000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6204290000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6204330000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6204420000
  LEY 29666-IGV 20.02.11/DS.055-2011-EF 10.04.11,Valor,11%,0%,16%,2%,N.A.,N.A.,2.25%,0%,(*),N.A.,6204490000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8455210000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8455220000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8455300000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8455900000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8456200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8456300000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8457200000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8457300000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8458112000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8458119000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8458192000
  LEY 29666-IGV 20.02.11,Valor,0%,0%,16%,2%,N.A.,N.A.,1%,0%,(*),N.A.,8458193000
